category,accuracy,grp_size,gt_id,run_id
tea,0.4,5,a11458d6-5655-4da-GT_TOPIC_tea,a11458d6-5655-4da
gas,0.3333333333333333,18,a11458d6-5655-4da-GT_TOPIC_gas,a11458d6-5655-4da
platinum,0.6666666666666666,3,a11458d6-5655-4da-GT_TOPIC_platinum,a11458d6-5655-4da
l-cattle,1.0,1,a11458d6-5655-4da-GT_TOPIC_l-cattle,a11458d6-5655-4da
trade,0.49693251533742333,326,a11458d6-5655-4da-GT_TOPIC_trade,a11458d6-5655-4da
potato,0.6,5,a11458d6-5655-4da-GT_TOPIC_potato,a11458d6-5655-4da
grain,0.43137254901960786,51,a11458d6-5655-4da-GT_TOPIC_grain,a11458d6-5655-4da
jobs,0.46938775510204084,49,a11458d6-5655-4da-GT_TOPIC_jobs,a11458d6-5655-4da
gnp,0.8243243243243243,74,a11458d6-5655-4da-GT_TOPIC_gnp,a11458d6-5655-4da
cpu,0.75,4,a11458d6-5655-4da-GT_TOPIC_cpu,a11458d6-5655-4da
coffee,0.42857142857142855,112,a11458d6-5655-4da-GT_TOPIC_coffee,a11458d6-5655-4da
lei,0.5714285714285714,14,a11458d6-5655-4da-GT_TOPIC_lei,a11458d6-5655-4da
rubber,0.5,40,a11458d6-5655-4da-GT_TOPIC_rubber,a11458d6-5655-4da
housing,0.5882352941176471,17,a11458d6-5655-4da-GT_TOPIC_housing,a11458d6-5655-4da
cpi,0.704225352112676,71,a11458d6-5655-4da-GT_TOPIC_cpi,a11458d6-5655-4da
cocoa,0.5409836065573771,61,a11458d6-5655-4da-GT_TOPIC_cocoa,a11458d6-5655-4da
bop,0.5483870967741935,31,a11458d6-5655-4da-GT_TOPIC_bop,a11458d6-5655-4da
strategic-metal,0.5333333333333333,15,a11458d6-5655-4da-GT_TOPIC_strategic-metal,a11458d6-5655-4da
income,0.6363636363636364,11,a11458d6-5655-4da-GT_TOPIC_income,a11458d6-5655-4da
nat-gas,0.5555555555555556,36,a11458d6-5655-4da-GT_TOPIC_nat-gas,a11458d6-5655-4da
dmk,1.0,1,a11458d6-5655-4da-GT_TOPIC_dmk,a11458d6-5655-4da
veg-oil,0.8,30,a11458d6-5655-4da-GT_TOPIC_veg-oil,a11458d6-5655-4da
carcass,0.6363636363636364,11,a11458d6-5655-4da-GT_TOPIC_carcass,a11458d6-5655-4da
copper,0.4772727272727273,44,a11458d6-5655-4da-GT_TOPIC_copper,a11458d6-5655-4da
tin,0.4444444444444444,27,a11458d6-5655-4da-GT_TOPIC_tin,a11458d6-5655-4da
dlr,0.6666666666666666,6,a11458d6-5655-4da-GT_TOPIC_dlr,a11458d6-5655-4da
groundnut,0.5,2,a11458d6-5655-4da-GT_TOPIC_groundnut,a11458d6-5655-4da
acq,0.6383071553228621,2292,a11458d6-5655-4da-GT_TOPIC_acq,a11458d6-5655-4da
alum,0.46,50,a11458d6-5655-4da-GT_TOPIC_alum,a11458d6-5655-4da
iron-steel,0.7631578947368421,38,a11458d6-5655-4da-GT_TOPIC_iron-steel,a11458d6-5655-4da
money-supply,0.2781456953642384,151,a11458d6-5655-4da-GT_TOPIC_money-supply,a11458d6-5655-4da
silver,0.75,4,a11458d6-5655-4da-GT_TOPIC_silver,a11458d6-5655-4da
cotton,0.625,24,a11458d6-5655-4da-GT_TOPIC_cotton,a11458d6-5655-4da
wpi,0.8695652173913043,23,a11458d6-5655-4da-GT_TOPIC_wpi,a11458d6-5655-4da
lumber,0.7142857142857143,14,a11458d6-5655-4da-GT_TOPIC_lumber,a11458d6-5655-4da
nzdlr,1.0,1,a11458d6-5655-4da-GT_TOPIC_nzdlr,a11458d6-5655-4da
coconut,1.0,1,a11458d6-5655-4da-GT_TOPIC_coconut,a11458d6-5655-4da
earn,0.32322202396125416,3923,a11458d6-5655-4da-GT_TOPIC_earn,a11458d6-5655-4da
propane,1.0,1,a11458d6-5655-4da-GT_TOPIC_propane,a11458d6-5655-4da
orange,0.6363636363636364,22,a11458d6-5655-4da-GT_TOPIC_orange,a11458d6-5655-4da
jet,1.0,3,a11458d6-5655-4da-GT_TOPIC_jet,a11458d6-5655-4da
rand,1.0,1,a11458d6-5655-4da-GT_TOPIC_rand,a11458d6-5655-4da
fuel,0.9090909090909091,11,a11458d6-5655-4da-GT_TOPIC_fuel,a11458d6-5655-4da
interest,0.6691176470588235,272,a11458d6-5655-4da-GT_TOPIC_interest,a11458d6-5655-4da
money-fx,0.5922330097087378,309,a11458d6-5655-4da-GT_TOPIC_money-fx,a11458d6-5655-4da
livestock,0.3181818181818182,22,a11458d6-5655-4da-GT_TOPIC_livestock,a11458d6-5655-4da
naphtha,1.0,1,a11458d6-5655-4da-GT_TOPIC_naphtha,a11458d6-5655-4da
hog,1.0,1,a11458d6-5655-4da-GT_TOPIC_hog,a11458d6-5655-4da
ipi,0.6,45,a11458d6-5655-4da-GT_TOPIC_ipi,a11458d6-5655-4da
instal-debt,0.5,6,a11458d6-5655-4da-GT_TOPIC_instal-debt,a11458d6-5655-4da
crude,0.5320855614973262,374,a11458d6-5655-4da-GT_TOPIC_crude,a11458d6-5655-4da
heat,0.7,10,a11458d6-5655-4da-GT_TOPIC_heat,a11458d6-5655-4da
retail,0.5,20,a11458d6-5655-4da-GT_TOPIC_retail,a11458d6-5655-4da
yen,1.0,6,a11458d6-5655-4da-GT_TOPIC_yen,a11458d6-5655-4da
pet-chem,0.8947368421052632,19,780841ff-7613-407-GT_TOPIC_pet-chem,780841ff-7613-407
ship,0.8194444444444444,144,780841ff-7613-407-GT_TOPIC_ship,780841ff-7613-407
sugar,0.6065573770491803,122,780841ff-7613-407-GT_TOPIC_sugar,780841ff-7613-407
rice,1.0,1,780841ff-7613-407-GT_TOPIC_rice,780841ff-7613-407
zinc,0.6153846153846154,13,780841ff-7613-407-GT_TOPIC_zinc,780841ff-7613-407
oilseed,0.6666666666666666,9,780841ff-7613-407-GT_TOPIC_oilseed,780841ff-7613-407
gold,0.8,90,780841ff-7613-407-GT_TOPIC_gold,780841ff-7613-407
reserves,0.5714285714285714,49,780841ff-7613-407-GT_TOPIC_reserves,780841ff-7613-407
meal-feed,0.7272727272727273,11,780841ff-7613-407-GT_TOPIC_meal-feed,780841ff-7613-407
lead,0.875,8,780841ff-7613-407-GT_TOPIC_lead,780841ff-7613-407
nickel,1.0,4,780841ff-7613-407-GT_TOPIC_nickel,780841ff-7613-407
tea,0.8,5,780841ff-7613-407-GT_TOPIC_tea,780841ff-7613-407
gas,0.7777777777777778,18,780841ff-7613-407-GT_TOPIC_gas,780841ff-7613-407
platinum,1.0,3,780841ff-7613-407-GT_TOPIC_platinum,780841ff-7613-407
l-cattle,1.0,1,780841ff-7613-407-GT_TOPIC_l-cattle,780841ff-7613-407
trade,0.7730061349693251,326,780841ff-7613-407-GT_TOPIC_trade,780841ff-7613-407
potato,0.4,5,780841ff-7613-407-GT_TOPIC_potato,780841ff-7613-407
grain,0.7058823529411765,51,780841ff-7613-407-GT_TOPIC_grain,780841ff-7613-407
jobs,0.6326530612244898,49,780841ff-7613-407-GT_TOPIC_jobs,780841ff-7613-407
gnp,0.6081081081081081,74,780841ff-7613-407-GT_TOPIC_gnp,780841ff-7613-407
cpu,0.5,4,780841ff-7613-407-GT_TOPIC_cpu,780841ff-7613-407
coffee,0.8571428571428571,112,780841ff-7613-407-GT_TOPIC_coffee,780841ff-7613-407
lei,0.5,14,780841ff-7613-407-GT_TOPIC_lei,780841ff-7613-407
rubber,0.725,40,780841ff-7613-407-GT_TOPIC_rubber,780841ff-7613-407
housing,0.5882352941176471,17,780841ff-7613-407-GT_TOPIC_housing,780841ff-7613-407
cpi,0.8028169014084507,71,780841ff-7613-407-GT_TOPIC_cpi,780841ff-7613-407
cocoa,0.7704918032786885,61,780841ff-7613-407-GT_TOPIC_cocoa,780841ff-7613-407
bop,0.8064516129032258,31,780841ff-7613-407-GT_TOPIC_bop,780841ff-7613-407
strategic-metal,0.9333333333333333,15,780841ff-7613-407-GT_TOPIC_strategic-metal,780841ff-7613-407
income,0.6363636363636364,11,780841ff-7613-407-GT_TOPIC_income,780841ff-7613-407
nat-gas,0.9444444444444444,36,780841ff-7613-407-GT_TOPIC_nat-gas,780841ff-7613-407
dmk,1.0,1,780841ff-7613-407-GT_TOPIC_dmk,780841ff-7613-407
veg-oil,0.7333333333333333,30,780841ff-7613-407-GT_TOPIC_veg-oil,780841ff-7613-407
carcass,1.0,11,780841ff-7613-407-GT_TOPIC_carcass,780841ff-7613-407
copper,0.6590909090909091,44,780841ff-7613-407-GT_TOPIC_copper,780841ff-7613-407
tin,0.8888888888888888,27,780841ff-7613-407-GT_TOPIC_tin,780841ff-7613-407
dlr,0.3333333333333333,6,780841ff-7613-407-GT_TOPIC_dlr,780841ff-7613-407
groundnut,1.0,2,780841ff-7613-407-GT_TOPIC_groundnut,780841ff-7613-407
acq,0.8778359511343804,2292,780841ff-7613-407-GT_TOPIC_acq,780841ff-7613-407
alum,0.78,50,780841ff-7613-407-GT_TOPIC_alum,780841ff-7613-407
iron-steel,0.9473684210526315,38,780841ff-7613-407-GT_TOPIC_iron-steel,780841ff-7613-407
money-supply,0.4503311258278146,151,780841ff-7613-407-GT_TOPIC_money-supply,780841ff-7613-407
silver,0.75,4,780841ff-7613-407-GT_TOPIC_silver,780841ff-7613-407
cotton,0.5833333333333334,24,780841ff-7613-407-GT_TOPIC_cotton,780841ff-7613-407
wpi,0.9130434782608695,23,780841ff-7613-407-GT_TOPIC_wpi,780841ff-7613-407
lumber,1.0,14,780841ff-7613-407-GT_TOPIC_lumber,780841ff-7613-407
nzdlr,1.0,1,780841ff-7613-407-GT_TOPIC_nzdlr,780841ff-7613-407
coconut,1.0,1,780841ff-7613-407-GT_TOPIC_coconut,780841ff-7613-407
earn,0.5804231455518736,3923,780841ff-7613-407-GT_TOPIC_earn,780841ff-7613-407
propane,1.0,1,780841ff-7613-407-GT_TOPIC_propane,780841ff-7613-407
orange,0.6363636363636364,22,780841ff-7613-407-GT_TOPIC_orange,780841ff-7613-407
jet,1.0,3,780841ff-7613-407-GT_TOPIC_jet,780841ff-7613-407
rand,1.0,1,780841ff-7613-407-GT_TOPIC_rand,780841ff-7613-407
fuel,0.8181818181818182,11,780841ff-7613-407-GT_TOPIC_fuel,780841ff-7613-407
interest,0.5882352941176471,272,780841ff-7613-407-GT_TOPIC_interest,780841ff-7613-407
money-fx,0.540453074433657,309,780841ff-7613-407-GT_TOPIC_money-fx,780841ff-7613-407
livestock,0.7727272727272727,22,780841ff-7613-407-GT_TOPIC_livestock,780841ff-7613-407
naphtha,1.0,1,780841ff-7613-407-GT_TOPIC_naphtha,780841ff-7613-407
hog,1.0,1,780841ff-7613-407-GT_TOPIC_hog,780841ff-7613-407
ipi,0.6222222222222222,45,780841ff-7613-407-GT_TOPIC_ipi,780841ff-7613-407
instal-debt,0.5,6,780841ff-7613-407-GT_TOPIC_instal-debt,780841ff-7613-407
crude,0.7513368983957219,374,780841ff-7613-407-GT_TOPIC_crude,780841ff-7613-407
heat,0.8,10,780841ff-7613-407-GT_TOPIC_heat,780841ff-7613-407
retail,0.65,20,780841ff-7613-407-GT_TOPIC_retail,780841ff-7613-407
yen,1.0,6,780841ff-7613-407-GT_TOPIC_yen,780841ff-7613-407
pet-chem,0.3157894736842105,19,ac30d0ab-69cf-44c-GT_TOPIC_pet-chem,ac30d0ab-69cf-44c
ship,0.7708333333333334,144,ac30d0ab-69cf-44c-GT_TOPIC_ship,ac30d0ab-69cf-44c
sugar,0.6967213114754098,122,ac30d0ab-69cf-44c-GT_TOPIC_sugar,ac30d0ab-69cf-44c
rice,1.0,1,ac30d0ab-69cf-44c-GT_TOPIC_rice,ac30d0ab-69cf-44c
zinc,0.8461538461538461,13,ac30d0ab-69cf-44c-GT_TOPIC_zinc,ac30d0ab-69cf-44c
oilseed,0.4444444444444444,9,ac30d0ab-69cf-44c-GT_TOPIC_oilseed,ac30d0ab-69cf-44c
gold,0.32222222222222224,90,ac30d0ab-69cf-44c-GT_TOPIC_gold,ac30d0ab-69cf-44c
reserves,0.8571428571428571,49,ac30d0ab-69cf-44c-GT_TOPIC_reserves,ac30d0ab-69cf-44c
meal-feed,0.5454545454545454,11,ac30d0ab-69cf-44c-GT_TOPIC_meal-feed,ac30d0ab-69cf-44c
lead,0.375,8,ac30d0ab-69cf-44c-GT_TOPIC_lead,ac30d0ab-69cf-44c
nickel,0.5,4,ac30d0ab-69cf-44c-GT_TOPIC_nickel,ac30d0ab-69cf-44c
tea,0.8,5,ac30d0ab-69cf-44c-GT_TOPIC_tea,ac30d0ab-69cf-44c
gas,0.5,18,ac30d0ab-69cf-44c-GT_TOPIC_gas,ac30d0ab-69cf-44c
platinum,1.0,3,ac30d0ab-69cf-44c-GT_TOPIC_platinum,ac30d0ab-69cf-44c
l-cattle,1.0,1,ac30d0ab-69cf-44c-GT_TOPIC_l-cattle,ac30d0ab-69cf-44c
trade,0.7392638036809815,326,ac30d0ab-69cf-44c-GT_TOPIC_trade,ac30d0ab-69cf-44c
potato,0.6,5,ac30d0ab-69cf-44c-GT_TOPIC_potato,ac30d0ab-69cf-44c
grain,0.6666666666666666,51,ac30d0ab-69cf-44c-GT_TOPIC_grain,ac30d0ab-69cf-44c
jobs,0.8775510204081632,49,ac30d0ab-69cf-44c-GT_TOPIC_jobs,ac30d0ab-69cf-44c
gnp,0.7027027027027027,74,ac30d0ab-69cf-44c-GT_TOPIC_gnp,ac30d0ab-69cf-44c
cpu,1.0,4,ac30d0ab-69cf-44c-GT_TOPIC_cpu,ac30d0ab-69cf-44c
coffee,0.9285714285714286,112,ac30d0ab-69cf-44c-GT_TOPIC_coffee,ac30d0ab-69cf-44c
lei,1.0,14,ac30d0ab-69cf-44c-GT_TOPIC_lei,ac30d0ab-69cf-44c
rubber,0.8,40,ac30d0ab-69cf-44c-GT_TOPIC_rubber,ac30d0ab-69cf-44c
housing,0.9411764705882353,17,ac30d0ab-69cf-44c-GT_TOPIC_housing,ac30d0ab-69cf-44c
cpi,0.8732394366197183,71,ac30d0ab-69cf-44c-GT_TOPIC_cpi,ac30d0ab-69cf-44c
cocoa,0.7377049180327869,61,ac30d0ab-69cf-44c-GT_TOPIC_cocoa,ac30d0ab-69cf-44c
bop,0.7741935483870968,31,ac30d0ab-69cf-44c-GT_TOPIC_bop,ac30d0ab-69cf-44c
strategic-metal,0.6,15,ac30d0ab-69cf-44c-GT_TOPIC_strategic-metal,ac30d0ab-69cf-44c
income,1.0,11,ac30d0ab-69cf-44c-GT_TOPIC_income,ac30d0ab-69cf-44c
nat-gas,0.8611111111111112,36,ac30d0ab-69cf-44c-GT_TOPIC_nat-gas,ac30d0ab-69cf-44c
dmk,1.0,1,ac30d0ab-69cf-44c-GT_TOPIC_dmk,ac30d0ab-69cf-44c
veg-oil,0.7666666666666667,30,ac30d0ab-69cf-44c-GT_TOPIC_veg-oil,ac30d0ab-69cf-44c
carcass,0.45454545454545453,11,ac30d0ab-69cf-44c-GT_TOPIC_carcass,ac30d0ab-69cf-44c
copper,0.3409090909090909,44,ac30d0ab-69cf-44c-GT_TOPIC_copper,ac30d0ab-69cf-44c
tin,0.7037037037037037,27,ac30d0ab-69cf-44c-GT_TOPIC_tin,ac30d0ab-69cf-44c
dlr,0.5,6,ac30d0ab-69cf-44c-GT_TOPIC_dlr,ac30d0ab-69cf-44c
groundnut,1.0,2,ac30d0ab-69cf-44c-GT_TOPIC_groundnut,ac30d0ab-69cf-44c
acq,0.2801047120418848,2292,ac30d0ab-69cf-44c-GT_TOPIC_acq,ac30d0ab-69cf-44c
alum,0.34,50,ac30d0ab-69cf-44c-GT_TOPIC_alum,ac30d0ab-69cf-44c
iron-steel,0.5789473684210527,38,ac30d0ab-69cf-44c-GT_TOPIC_iron-steel,ac30d0ab-69cf-44c
money-supply,0.5960264900662252,151,ac30d0ab-69cf-44c-GT_TOPIC_money-supply,ac30d0ab-69cf-44c
silver,0.5,4,ac30d0ab-69cf-44c-GT_TOPIC_silver,ac30d0ab-69cf-44c
cotton,0.75,24,ac30d0ab-69cf-44c-GT_TOPIC_cotton,ac30d0ab-69cf-44c
wpi,1.0,23,ac30d0ab-69cf-44c-GT_TOPIC_wpi,ac30d0ab-69cf-44c
lumber,0.7142857142857143,14,ac30d0ab-69cf-44c-GT_TOPIC_lumber,ac30d0ab-69cf-44c
nzdlr,1.0,1,ac30d0ab-69cf-44c-GT_TOPIC_nzdlr,ac30d0ab-69cf-44c
coconut,1.0,1,ac30d0ab-69cf-44c-GT_TOPIC_coconut,ac30d0ab-69cf-44c
earn,0.5648738210553148,3923,ac30d0ab-69cf-44c-GT_TOPIC_earn,ac30d0ab-69cf-44c
propane,1.0,1,ac30d0ab-69cf-44c-GT_TOPIC_propane,ac30d0ab-69cf-44c
orange,0.4090909090909091,22,ac30d0ab-69cf-44c-GT_TOPIC_orange,ac30d0ab-69cf-44c
jet,1.0,3,ac30d0ab-69cf-44c-GT_TOPIC_jet,ac30d0ab-69cf-44c
rand,1.0,1,ac30d0ab-69cf-44c-GT_TOPIC_rand,ac30d0ab-69cf-44c
fuel,0.6363636363636364,11,ac30d0ab-69cf-44c-GT_TOPIC_fuel,ac30d0ab-69cf-44c
interest,0.35294117647058826,272,ac30d0ab-69cf-44c-GT_TOPIC_interest,ac30d0ab-69cf-44c
money-fx,0.43042071197411,309,ac30d0ab-69cf-44c-GT_TOPIC_money-fx,ac30d0ab-69cf-44c
livestock,0.4090909090909091,22,ac30d0ab-69cf-44c-GT_TOPIC_livestock,ac30d0ab-69cf-44c
naphtha,1.0,1,ac30d0ab-69cf-44c-GT_TOPIC_naphtha,ac30d0ab-69cf-44c
hog,1.0,1,ac30d0ab-69cf-44c-GT_TOPIC_hog,ac30d0ab-69cf-44c
ipi,0.9111111111111111,45,ac30d0ab-69cf-44c-GT_TOPIC_ipi,ac30d0ab-69cf-44c
instal-debt,0.8333333333333334,6,ac30d0ab-69cf-44c-GT_TOPIC_instal-debt,ac30d0ab-69cf-44c
crude,0.6951871657754011,374,ac30d0ab-69cf-44c-GT_TOPIC_crude,ac30d0ab-69cf-44c
heat,0.8,10,ac30d0ab-69cf-44c-GT_TOPIC_heat,ac30d0ab-69cf-44c
retail,1.0,20,ac30d0ab-69cf-44c-GT_TOPIC_retail,ac30d0ab-69cf-44c
yen,0.5,6,ac30d0ab-69cf-44c-GT_TOPIC_yen,ac30d0ab-69cf-44c
pet-chem,0.8421052631578947,19,6a4ee8b0-7b74-478-GT_TOPIC_pet-chem,6a4ee8b0-7b74-478
ship,0.4791666666666667,144,6a4ee8b0-7b74-478-GT_TOPIC_ship,6a4ee8b0-7b74-478
sugar,0.5163934426229508,122,6a4ee8b0-7b74-478-GT_TOPIC_sugar,6a4ee8b0-7b74-478
rice,1.0,1,6a4ee8b0-7b74-478-GT_TOPIC_rice,6a4ee8b0-7b74-478
zinc,0.38461538461538464,13,6a4ee8b0-7b74-478-GT_TOPIC_zinc,6a4ee8b0-7b74-478
oilseed,0.5555555555555556,9,6a4ee8b0-7b74-478-GT_TOPIC_oilseed,6a4ee8b0-7b74-478
gold,0.6111111111111112,90,6a4ee8b0-7b74-478-GT_TOPIC_gold,6a4ee8b0-7b74-478
reserves,0.8979591836734694,49,6a4ee8b0-7b74-478-GT_TOPIC_reserves,6a4ee8b0-7b74-478
meal-feed,0.5454545454545454,11,6a4ee8b0-7b74-478-GT_TOPIC_meal-feed,6a4ee8b0-7b74-478
lead,0.5,8,6a4ee8b0-7b74-478-GT_TOPIC_lead,6a4ee8b0-7b74-478
nickel,0.75,4,6a4ee8b0-7b74-478-GT_TOPIC_nickel,6a4ee8b0-7b74-478
tea,0.8,5,6a4ee8b0-7b74-478-GT_TOPIC_tea,6a4ee8b0-7b74-478
gas,0.5,18,6a4ee8b0-7b74-478-GT_TOPIC_gas,6a4ee8b0-7b74-478
platinum,0.6666666666666666,3,6a4ee8b0-7b74-478-GT_TOPIC_platinum,6a4ee8b0-7b74-478
l-cattle,1.0,1,6a4ee8b0-7b74-478-GT_TOPIC_l-cattle,6a4ee8b0-7b74-478
trade,0.7085889570552147,326,6a4ee8b0-7b74-478-GT_TOPIC_trade,6a4ee8b0-7b74-478
potato,0.6,5,6a4ee8b0-7b74-478-GT_TOPIC_potato,6a4ee8b0-7b74-478
grain,0.3333333333333333,51,6a4ee8b0-7b74-478-GT_TOPIC_grain,6a4ee8b0-7b74-478
jobs,0.9591836734693877,49,6a4ee8b0-7b74-478-GT_TOPIC_jobs,6a4ee8b0-7b74-478
gnp,0.9594594594594594,74,6a4ee8b0-7b74-478-GT_TOPIC_gnp,6a4ee8b0-7b74-478
cpu,1.0,4,6a4ee8b0-7b74-478-GT_TOPIC_cpu,6a4ee8b0-7b74-478
coffee,0.4107142857142857,112,6a4ee8b0-7b74-478-GT_TOPIC_coffee,6a4ee8b0-7b74-478
lei,1.0,14,6a4ee8b0-7b74-478-GT_TOPIC_lei,6a4ee8b0-7b74-478
rubber,0.275,40,6a4ee8b0-7b74-478-GT_TOPIC_rubber,6a4ee8b0-7b74-478
housing,0.8823529411764706,17,6a4ee8b0-7b74-478-GT_TOPIC_housing,6a4ee8b0-7b74-478
cpi,1.0,71,6a4ee8b0-7b74-478-GT_TOPIC_cpi,6a4ee8b0-7b74-478
cocoa,0.4098360655737705,61,6a4ee8b0-7b74-478-GT_TOPIC_cocoa,6a4ee8b0-7b74-478
bop,0.9354838709677419,31,6a4ee8b0-7b74-478-GT_TOPIC_bop,6a4ee8b0-7b74-478
strategic-metal,0.5333333333333333,15,6a4ee8b0-7b74-478-GT_TOPIC_strategic-metal,6a4ee8b0-7b74-478
income,1.0,11,6a4ee8b0-7b74-478-GT_TOPIC_income,6a4ee8b0-7b74-478
nat-gas,0.7222222222222222,36,6a4ee8b0-7b74-478-GT_TOPIC_nat-gas,6a4ee8b0-7b74-478
dmk,1.0,1,6a4ee8b0-7b74-478-GT_TOPIC_dmk,6a4ee8b0-7b74-478
veg-oil,0.6,30,6a4ee8b0-7b74-478-GT_TOPIC_veg-oil,6a4ee8b0-7b74-478
carcass,0.36363636363636365,11,6a4ee8b0-7b74-478-GT_TOPIC_carcass,6a4ee8b0-7b74-478
copper,0.29545454545454547,44,6a4ee8b0-7b74-478-GT_TOPIC_copper,6a4ee8b0-7b74-478
tin,0.4074074074074074,27,6a4ee8b0-7b74-478-GT_TOPIC_tin,6a4ee8b0-7b74-478
dlr,1.0,6,6a4ee8b0-7b74-478-GT_TOPIC_dlr,6a4ee8b0-7b74-478
groundnut,0.5,2,6a4ee8b0-7b74-478-GT_TOPIC_groundnut,6a4ee8b0-7b74-478
acq,0.8110820244328097,2292,6a4ee8b0-7b74-478-GT_TOPIC_acq,6a4ee8b0-7b74-478
alum,0.36,50,6a4ee8b0-7b74-478-GT_TOPIC_alum,6a4ee8b0-7b74-478
iron-steel,0.47368421052631576,38,6a4ee8b0-7b74-478-GT_TOPIC_iron-steel,6a4ee8b0-7b74-478
money-supply,0.5960264900662252,151,6a4ee8b0-7b74-478-GT_TOPIC_money-supply,6a4ee8b0-7b74-478
silver,0.5,4,6a4ee8b0-7b74-478-GT_TOPIC_silver,6a4ee8b0-7b74-478
cotton,0.5833333333333334,24,6a4ee8b0-7b74-478-GT_TOPIC_cotton,6a4ee8b0-7b74-478
wpi,1.0,23,6a4ee8b0-7b74-478-GT_TOPIC_wpi,6a4ee8b0-7b74-478
lumber,0.7142857142857143,14,6a4ee8b0-7b74-478-GT_TOPIC_lumber,6a4ee8b0-7b74-478
nzdlr,1.0,1,6a4ee8b0-7b74-478-GT_TOPIC_nzdlr,6a4ee8b0-7b74-478
coconut,1.0,1,6a4ee8b0-7b74-478-GT_TOPIC_coconut,6a4ee8b0-7b74-478
earn,0.5656385419321948,3923,6a4ee8b0-7b74-478-GT_TOPIC_earn,6a4ee8b0-7b74-478
propane,1.0,1,6a4ee8b0-7b74-478-GT_TOPIC_propane,6a4ee8b0-7b74-478
orange,0.36363636363636365,22,6a4ee8b0-7b74-478-GT_TOPIC_orange,6a4ee8b0-7b74-478
jet,1.0,3,6a4ee8b0-7b74-478-GT_TOPIC_jet,6a4ee8b0-7b74-478
rand,1.0,1,6a4ee8b0-7b74-478-GT_TOPIC_rand,6a4ee8b0-7b74-478
fuel,0.6363636363636364,11,6a4ee8b0-7b74-478-GT_TOPIC_fuel,6a4ee8b0-7b74-478
interest,0.6470588235294118,272,6a4ee8b0-7b74-478-GT_TOPIC_interest,6a4ee8b0-7b74-478
money-fx,0.7119741100323624,309,6a4ee8b0-7b74-478-GT_TOPIC_money-fx,6a4ee8b0-7b74-478
livestock,0.4090909090909091,22,6a4ee8b0-7b74-478-GT_TOPIC_livestock,6a4ee8b0-7b74-478
naphtha,1.0,1,6a4ee8b0-7b74-478-GT_TOPIC_naphtha,6a4ee8b0-7b74-478
hog,1.0,1,6a4ee8b0-7b74-478-GT_TOPIC_hog,6a4ee8b0-7b74-478
ipi,0.8444444444444444,45,6a4ee8b0-7b74-478-GT_TOPIC_ipi,6a4ee8b0-7b74-478
instal-debt,0.8333333333333334,6,6a4ee8b0-7b74-478-GT_TOPIC_instal-debt,6a4ee8b0-7b74-478
crude,0.35561497326203206,374,6a4ee8b0-7b74-478-GT_TOPIC_crude,6a4ee8b0-7b74-478
heat,0.5,10,6a4ee8b0-7b74-478-GT_TOPIC_heat,6a4ee8b0-7b74-478
retail,0.85,20,6a4ee8b0-7b74-478-GT_TOPIC_retail,6a4ee8b0-7b74-478
yen,1.0,6,6a4ee8b0-7b74-478-GT_TOPIC_yen,6a4ee8b0-7b74-478
pet-chem,0.7894736842105263,19,613c25c0-810d-45a-GT_TOPIC_pet-chem,613c25c0-810d-45a
ship,0.6805555555555556,144,613c25c0-810d-45a-GT_TOPIC_ship,613c25c0-810d-45a
sugar,0.8114754098360656,122,613c25c0-810d-45a-GT_TOPIC_sugar,613c25c0-810d-45a
rice,1.0,1,613c25c0-810d-45a-GT_TOPIC_rice,613c25c0-810d-45a
zinc,0.6153846153846154,13,613c25c0-810d-45a-GT_TOPIC_zinc,613c25c0-810d-45a
oilseed,0.7777777777777778,9,613c25c0-810d-45a-GT_TOPIC_oilseed,613c25c0-810d-45a
gold,0.5888888888888889,90,613c25c0-810d-45a-GT_TOPIC_gold,613c25c0-810d-45a
reserves,0.4897959183673469,49,613c25c0-810d-45a-GT_TOPIC_reserves,613c25c0-810d-45a
meal-feed,0.8181818181818182,11,613c25c0-810d-45a-GT_TOPIC_meal-feed,613c25c0-810d-45a
lead,0.75,8,613c25c0-810d-45a-GT_TOPIC_lead,613c25c0-810d-45a
nickel,1.0,4,613c25c0-810d-45a-GT_TOPIC_nickel,613c25c0-810d-45a
tea,0.6,5,613c25c0-810d-45a-GT_TOPIC_tea,613c25c0-810d-45a
gas,0.5555555555555556,18,613c25c0-810d-45a-GT_TOPIC_gas,613c25c0-810d-45a
platinum,1.0,3,613c25c0-810d-45a-GT_TOPIC_platinum,613c25c0-810d-45a
l-cattle,1.0,1,613c25c0-810d-45a-GT_TOPIC_l-cattle,613c25c0-810d-45a
trade,0.7239263803680982,326,613c25c0-810d-45a-GT_TOPIC_trade,613c25c0-810d-45a
potato,0.6,5,613c25c0-810d-45a-GT_TOPIC_potato,613c25c0-810d-45a
grain,0.6666666666666666,51,613c25c0-810d-45a-GT_TOPIC_grain,613c25c0-810d-45a
jobs,0.40816326530612246,49,613c25c0-810d-45a-GT_TOPIC_jobs,613c25c0-810d-45a
gnp,0.6621621621621622,74,613c25c0-810d-45a-GT_TOPIC_gnp,613c25c0-810d-45a
cpu,0.75,4,613c25c0-810d-45a-GT_TOPIC_cpu,613c25c0-810d-45a
