run_id,topic_id,top_doc_order,top_doc_prob,top_doc
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_2,10,0.33125010786256,training/3888
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_2,11,0.320052848468458,test/16687
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_2,12,0.314716608172422,training/7278
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_2,13,0.311805911931724,training/6025
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_2,14,0.30494094571775,training/2884
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_2,15,0.297544799456071,training/12223
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_2,16,0.296320605700746,training/11465
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_2,17,0.291622264938061,test/15719
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_2,18,0.290402287492711,test/21136
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_2,19,0.287033405583822,training/10573
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_2,20,0.285093751052175,test/15651
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_3,1,0.81284980275819,training/48
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_3,2,0.79777614208185,training/4115
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_3,3,0.795875890975889,test/15430
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_3,4,0.794486179244993,test/15989
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_3,5,0.791981514438124,training/4366
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_3,6,0.787220596016723,training/2468
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_3,7,0.771581945280751,test/15976
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_3,8,0.764263269958768,training/92
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_3,9,0.764263269958768,training/2465
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_3,10,0.763634865360392,training/10176
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_3,11,0.761491551935631,training/7807
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_3,12,0.761429713736738,training/7425
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_3,13,0.759242564980749,test/19284
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_3,14,0.759207426994779,training/10592
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_3,15,0.759207426994779,training/13010
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_3,16,0.759022299663764,training/4929
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_3,17,0.759022299663764,training/2743
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_3,18,0.758841477712081,training/7009
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_3,19,0.756019835618614,training/2403
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_3,20,0.755852232601448,test/18946
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_4,1,0.775191098310159,training/12910
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_4,2,0.768156254705269,training/12024
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_4,3,0.753424254887214,training/12215
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_4,4,0.753424254887214,training/14476
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_4,5,0.753424254887214,training/14499
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_4,6,0.753185621326912,training/13694
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_4,7,0.753185621326912,test/15831
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_4,8,0.751761868942611,training/22
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_4,9,0.390548061989724,test/15265
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_4,10,0.388878610041726,training/11945
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_4,11,0.387992388426343,test/19895
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_4,12,0.381211243685322,training/10096
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_4,13,0.365060416828701,test/18952
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_4,14,0.361397000891404,training/14805
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_4,15,0.35668860116032,training/12223
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_4,16,0.339620397711707,test/19726
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_4,17,0.336673480162367,test/15337
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_4,18,0.315589594746688,training/7279
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_4,19,0.308614992474318,training/518
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_4,20,0.308417941505777,training/3473
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_5,1,0.855047557716569,training/8976
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_5,2,0.839146972565136,test/20770
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_5,3,0.837059167103686,test/20324
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_5,4,0.829088208336016,training/13
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_5,5,0.829054790955442,training/5741
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_5,6,0.827502614978657,training/5725
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_5,7,0.825727488894883,training/7078
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_5,8,0.825246349343679,training/5219
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_5,9,0.824640843043405,training/9378
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_5,10,0.82451785207066,training/9263
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_5,11,0.823008035453057,training/5595
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_5,12,0.822443112053396,training/9405
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_5,13,0.821740923686156,training/5744
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_5,14,0.821479047475105,training/6738
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_5,15,0.821362020988069,test/15834
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_5,16,0.820209056083695,training/13192
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_5,17,0.818967937546966,training/5327
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_5,18,0.817124710053483,training/11684
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_5,19,0.816059579127325,test/19571
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_5,20,0.815458414913455,training/5592
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_6,1,0.833598748339552,training/5269
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_6,2,0.827623953353124,training/1457
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_6,3,0.825795781418586,training/11284
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_6,4,0.823054225598419,training/5360
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_6,5,0.821392637501442,training/11832
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_6,6,0.818185341342986,training/5945
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_6,7,0.81660981573137,test/17523
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_6,8,0.816492411140206,training/12523
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_6,9,0.813427053778478,training/8760
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_6,10,0.813229454733783,training/3067
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_6,11,0.800617410533159,training/10796
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_6,12,0.799250426221693,training/7020
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_6,13,0.798242695030615,training/11256
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_6,14,0.783700178126422,training/5905
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_6,15,0.780599176835359,test/16285
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_6,16,0.773100612436335,training/8728
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_6,17,0.77204852867671,training/7080
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_6,18,0.771596475856294,training/10356
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_6,19,0.768264428959541,training/7100
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_6,20,0.751829690255379,training/8678
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_7,1,0.44969703986632,training/2926
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_7,2,0.418408044641559,training/9920
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_7,3,0.414520789686299,training/10972
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_7,4,0.413908587938253,training/698
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_7,5,0.412272708473606,test/15595
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_7,6,0.407581595238055,training/13122
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_7,7,0.385020169966168,training/438
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_7,8,0.378283386553758,training/1265
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_7,9,0.373733178505815,training/7990
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_7,10,0.366180590288554,test/17688
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_7,11,0.363242054179839,test/19692
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_7,12,0.36200302527655,training/4148
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_7,13,0.342803551637103,training/6030
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_7,14,0.340908235453924,training/4145
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_7,15,0.338862539218258,training/1673
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_7,16,0.32679650882367,test/16678
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_7,17,0.321892153280423,training/5873
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_7,18,0.302848712863203,training/10112
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_7,19,0.301995605558022,test/17973
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_7,20,0.297693503864385,training/6026
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_8,1,0.475635512045656,test/19420
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_8,2,0.436700872373975,training/68
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_8,3,0.427038977720517,training/2410
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_8,4,0.42526787735289,training/2496
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_8,5,0.408019499293776,training/7805
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_8,6,0.399247601226848,test/17617
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_8,7,0.395388753070573,training/11348
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_8,8,0.393882015695425,training/8571
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_8,9,0.388640578061367,test/18037
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_8,10,0.364986601836,training/168
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_8,11,0.335434090656786,training/11018
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_8,12,0.3343554392941,test/16458
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_8,13,0.319310642282013,training/5077
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_8,14,0.31407514472491,test/16299
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_8,15,0.312741098768941,training/14069
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_8,16,0.302390672622904,training/11128
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_8,17,0.298863393275219,test/21427
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_8,18,0.295052868498896,test/16457
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_8,19,0.292107291330723,training/85
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_8,20,0.288235340646987,training/12163
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_9,1,0.837800854607594,training/11197
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_9,2,0.821221999749223,training/929
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_9,3,0.783057488976015,test/19081
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_9,4,0.776765913747042,training/5251
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_9,5,0.775693000517159,training/12112
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_9,6,0.763792874783823,training/5797
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_9,7,0.761366435688264,training/11259
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_9,8,0.760906590351585,training/972
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_9,9,0.760796066409844,training/4770
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_9,10,0.759965659479998,training/9165
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_9,11,0.752306576290336,training/10283
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_9,12,0.752246770758716,training/5845
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_9,13,0.752166477920555,test/16281
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_9,14,0.752013589639418,training/12403
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_9,15,0.751800267770686,training/3621
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_9,16,0.751783690802931,training/4743
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_9,17,0.751729295299528,training/10384
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_9,18,0.750750100817728,training/10377
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_9,19,0.749859389367764,training/10260
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_9,20,0.748750030513051,training/5245
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_10,1,0.424548565041159,training/5740
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_10,2,0.422821792001615,test/16406
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_10,3,0.405811278898571,training/2394
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_10,4,0.393335611603943,training/6528
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_10,5,0.385846899362437,test/18336
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_10,6,0.385407287378019,test/20267
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_10,7,0.378102822722668,training/3917
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_10,8,0.377376681544925,test/16115
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_10,9,0.377189320665235,training/10682
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_10,10,0.37570395111797,training/5334
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_10,11,0.375555556208919,test/21181
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_10,12,0.372523473354065,test/15138
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_10,13,0.362631418589088,training/3577
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_10,14,0.359641489099537,test/18038
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_10,15,0.344959606693543,training/11687
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_10,16,0.344914496380056,test/18842
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_10,17,0.337857145004139,training/1091
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_10,18,0.329293445365834,test/17518
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_10,19,0.312683133444021,test/18963
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_10,20,0.312568905165114,training/3207
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_11,1,0.442910144897187,training/6913
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_11,2,0.426776126452433,training/12593
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_11,3,0.412281933675655,training/7370
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_11,4,0.411920853300606,training/9438
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_11,5,0.408265110121856,training/11722
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_11,6,0.388639006245009,training/1328
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_11,7,0.376601774981902,training/3425
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_11,8,0.367510136854653,training/7604
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_11,9,0.360563139214183,training/13052
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_11,10,0.345355475791872,test/16800
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_11,11,0.340747664722712,training/1873
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_11,12,0.335047238896724,training/12852
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_11,13,0.334645801108917,training/1500
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_11,14,0.309292556559669,training/14626
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_11,15,0.308285193939949,test/18644
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_11,16,0.303688748541351,training/11515
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_11,17,0.297307935699493,training/11961
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_11,18,0.293289496569175,training/7641
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_11,19,0.288182046595472,training/5950
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_11,20,0.286343842638921,test/16521
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_12,1,0.451834275290733,training/4227
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_12,2,0.433786870065488,test/16675
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_12,3,0.396797164562445,training/11873
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_12,4,0.384890211675598,training/2794
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_12,5,0.364077770734539,test/15031
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_12,6,0.351094083856269,training/2681
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_12,7,0.334024510004198,training/10391
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_12,8,0.32770930090603,training/1546
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_12,9,0.321750904885124,training/7464
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_12,10,0.320488204782457,test/15545
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_12,11,0.308936781513078,training/7939
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_12,12,0.292568818554918,training/5114
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_12,13,0.282439562562182,training/3243
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_12,14,0.278416954284201,test/20297
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_12,15,0.267891471013148,training/12851
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_12,16,0.252553697996029,training/11617
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_12,17,0.245474425939005,test/21551
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_12,18,0.241574460090433,test/20311
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_12,19,0.241178141802837,training/5048
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_12,20,0.240377816482777,training/1735
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_13,1,0.517622217014083,training/10086
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_13,2,0.504465029231211,training/10334
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_13,3,0.479465074680562,training/7983
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_13,4,0.403897031251319,training/7052
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_13,5,0.386810204658216,training/6443
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_13,6,0.352448497711669,training/8823
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_13,7,0.351833842209653,training/3619
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_13,8,0.350521126499256,training/9306
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_13,9,0.345851955265971,training/8918
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_13,10,0.343776655377004,training/8480
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_13,11,0.340976843732286,training/8778
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_13,12,0.340298257546016,test/17694
5a940668-2ef6-4d2,5a940668-2ef6-4d2-TOPIC_13,13,0.336744529563224,training/11373
